1276,1488,918
1276,1487,917
1278,1483,915
1277,1482,916
1279,1482,918
1275,1488,916
1278,1485,917
1274,1483,917
1274,1486,917
1275,1486,916
1278,1485,918
1278,1484,916
1277,1514,917
1276,1485,916
1275,1485,918
1277,1484,916
1275,1486,915
1277,1484,916
1277,1482,916
1277,1484,917
1277,1484,916
1280,1482,916
1278,1484,915
1280,1485,916
1278,1484,917
1276,1486,917
1277,1484,918
1277,1484,917
1278,1481,916
1277,1484,916
1277,1484,916
1275,1486,917
1278,1484,917
1276,1483,916
1276,1485,917
1275,1485,918
1278,1484,917
1275,1485,917
1276,1487,916
1277,1487,917
1276,1486,916
1279,1484,917
1277,1483,916
1277,1487,917
1276,1484,917
1275,1486,917
1274,1487,917
1275,1484,917
1277,1485,918
1276,1482,917
1278,1485,918
1277,1486,917
1277,1487,917
1278,1484,918
1274,1486,918
1275,1488,917
1275,1488,917
1277,1485,917
1277,1485,918
1278,1485,916
1277,1485,917
1274,1486,917
1278,1482,917
1276,1485,916
1276,1486,917
1276,1484,917
1277,1482,916
1276,1485,916
1274,1486,917
1275,1485,916
1275,1487,917
1275,1486,915
1274,1483,917
1276,1485,917
1275,1485,917
1274,1484,917
1275,1483,918
1278,1481,918
1278,1484,917
1279,1484,917
1277,1484,919
1275,1485,918
1277,1483,918
1276,1485,920
1277,1483,920
1277,1484,918
1274,1484,919
1276,1485,919
1277,1481,920
1280,1483,920
1276,1483,921
1277,1485,920
1277,1484,920
1279,1483,921
1278,1482,920
1275,1485,918
1275,1483,921
1276,1485,920
1276,1486,921
1279,1481,922
1277,1482,921
1277,1483,920
1275,1482,921
1276,1485,921
1277,1485,921
1276,1481,921
1277,1483,922
1277,1482,922
1276,1485,922
1278,1479,922
1277,1483,922
1277,1483,922
1275,1484,921
1280,1485,921
1276,1484,922
1278,1485,920
1276,1485,921
1278,1482,922
1279,1482,923
1276,1485,921
1278,1481,923
1275,1483,922
1278,1482,923
1275,1484,924
1275,1483,922
1275,1484,922
1276,1485,922
1276,1483,923
1277,1482,922
1277,1483,923
1278,1482,923
1277,1484,922
1280,1483,923
1278,1484,923
1277,1481,924
1277,1480,923
1274,1485,923
1277,1482,923
1279,1483,922
1279,1481,923
1275,1484,923
1274,1485,922
1277,1483,923
1277,1482,923
1278,1484,923
1278,1485,923
1274,1483,924
1249,1485,922
1276,1482,922
1276,1483,924
1275,1483,922
1278,1482,924
1276,1485,923
1278,1482,924
1275,1485,924
1277,1483,923
1277,1483,921
1277,1482,925
1277,1482,923
1277,1483,924
1275,1484,923
1279,1482,923
1278,1482,922
1279,1482,925
1277,1488,923
1276,1483,923
1275,1485,926
1278,1483,923
1276,1484,924
1276,1484,924
1278,1481,923
1278,1482,923
1276,1484,925
1280,1485,923
1280,1483,924
1277,1485,923
1276,1485,925
1277,1483,923
1277,1481,924
1276,1485,923
1277,1482,924
1280,1482,925
1278,1482,924
1278,1483,924
1278,1481,924
1274,1481,924
1278,1485,923
1277,1482,925
1277,1484,925
1278,1482,922
1278,1483,925
1276,1482,925
1277,1485,923
1275,1483,923
1278,1482,924
1277,1483,924
1275,1483,923
1276,1486,925
1279,1487,924
1278,1486,923
1277,1484,923
1275,1485,924
1276,1482,924
1278,1484,925
1292,1483,924
1277,1482,924
1268,1484,922
1276,1484,925
1276,1482,924
1276,1485,923
1277,1483,923
1277,1484,924
1278,1481,924
1278,1482,923
1275,1483,925
1278,1482,925
1279,1483,924
1279,1482,924
1276,1482,924
1276,1484,925
1276,1483,924
1278,1483,924
1278,1483,923
1277,1482,923
1277,1481,924
1277,1480,924
1276,1483,924
1278,1482,924
1278,1481,923
1278,1485,924
1278,1481,923
1276,1487,925
1276,1483,924
1277,1487,923
1275,1483,924
1276,1482,924
1276,1484,925
1277,1483,923
1279,1480,924
1279,1481,923
1275,1486,923
1277,1485,923
1276,1484,923
1275,1483,923
1279,1482,923
1276,1485,924
1277,1484,923
1279,1482,923
1275,1485,925
1277,1486,924
1279,1480,924
1278,1483,923
1275,1485,923
1278,1484,923
1276,1482,924
1276,1483,924
1275,1483,923
1276,1483,923
1277,1481,923
1278,1482,924
1278,1481,923
1276,1482,924
1277,1483,923
1278,1483,924
1276,1481,924
1276,1484,925
1279,1485,922
1276,1484,924
1275,1484,924
1276,1484,923
1273,1482,925
1275,1482,924
1274,1483,923
1276,1485,923
1277,1482,923
1277,1484,925
1277,1482,924
1278,1482,923
1280,1482,924
1276,1484,922
1276,1484,923
1278,1481,922
1276,1486,922
1278,1463,923
1279,1438,923
1277,1451,923
1277,1465,922
1280,1468,923
1277,1459,922
1278,1433,923
1281,1407,922
1280,1382,923
1282,1368,923
1277,1366,922
1279,1353,921
1278,1354,923
1277,1318,922
1279,1317,924
1280,1323,923
1278,1243,922
1280,580,923
1277,496,810
1280,500,815
1277,516,825
1280,502,803
1281,482,839
1280,488,840
1280,1046,923
1281,1227,921
1278,1273,922
1276,1303,922
1277,1324,922
1276,1342,921
1277,1364,922
1278,1388,922
1278,1404,921
1279,1416,921
1276,1434,922
1270,1467,922
1276,1484,923
1278,1490,921
1266,1493,921
1277,1492,922
1275,1494,921
1278,1495,922
1278,1495,921
1276,1497,919
1275,1494,922
1280,1494,921
1278,1492,922
1280,1492,920
1277,1494,922
1278,1492,922
1277,1491,921
1274,1491,922
1279,1489,921
1279,1493,923
1276,1494,921
1276,1493,921
1277,1493,922
1279,1489,922
1279,1493,921
1277,1489,921
1279,1491,921
1277,1493,920
1278,1490,922
1277,1492,922
1278,1491,921
1279,1490,921
1278,1491,920
1278,1491,921
1277,1492,921
1276,1490,920
1277,1493,921
1279,1492,919
1280,1493,919
1278,1492,921
1278,1491,921
1278,1492,920
1277,1492,920
1281,1461,920
1277,1491,921
1276,1492,920
1278,1491,922
1276,1492,922
1278,1491,921
1276,1492,920
1277,1490,920
1277,1492,919
1280,1489,920
1278,1491,920
1277,1493,920
1277,1492,920
1271,1491,922
1277,1492,920
1277,1491,919
1278,1490,921
1278,1493,920
1275,1492,920
1278,1490,919
1275,1491,921
1276,1494,921
1282,1489,921
1277,1492,920
1278,1490,920
1278,1490,920
1278,1488,919
1277,1491,920
1309,1492,921
1278,1491,919
1279,1488,920
1279,1491,921
1277,1491,919
1277,1493,921
1279,1490,919
1279,1490,920
1278,1491,920
1280,1491,919
1276,1492,920
1278,1485,920
1283,1493,920
1279,1489,919
1279,1490,921
1277,1495,920
1278,1490,919
1277,1492,920
1276,1493,920
1279,1489,920
1278,1492,920
1277,1493,920
1276,1492,919
1276,1493,921
1274,1493,919
1276,1492,919
1277,1492,921
1276,1492,920
1278,1492,920
1276,1493,921
1281,1490,921
1277,1493,920
1276,1493,920
1280,1488,921
1293,1489,920
1278,1494,921
1277,1492,921
1277,1493,921
1277,1495,919
1278,1493,917
1278,1491,921
1278,1492,919
1276,1492,920
1276,1494,920
1278,1493,919
1278,1490,921
1277,1490,920
1278,1490,919
1279,1488,918
1278,1490,920
1276,1492,920
1276,1493,921
1276,1492,919
1279,1492,919
1279,1488,921
1280,1490,920
1279,1492,920
1278,1491,920
1279,1488,920
1279,1491,918
1278,1490,919
1277,1491,920
1274,1494,920
1277,1492,919
1277,1460,920
1278,1492,920
1277,1493,918
1276,1493,919
1275,1490,920
1275,1493,920
1278,1489,921
1279,1491,919
1277,1491,922
1277,1493,920
1277,1491,919
1278,1492,920
1277,1492,920
1277,1492,920
1277,1491,918
1277,1493,919
1280,1491,919
1276,1493,919
1278,1493,920
1279,1489,920
1277,1493,921
1279,1491,919
1276,1493,920
1279,1490,919
1278,1490,920
1279,1492,919
1279,1489,920
1280,1491,919
1280,1490,919
1277,1491,920
1279,1491,921
1275,1490,920
1276,1493,920
1276,1494,919
1276,1491,920
1277,1492,920
1278,1493,920
1279,1491,919
1279,1491,919
1280,1491,920
1277,1493,921
1277,1497,920
1276,1491,919
1276,1493,919
1276,1492,918
1279,1492,920
1276,1492,920
1278,1491,920
1276,1492,920
1278,1492,920
1278,1492,920
1277,1490,920
1278,1490,920
1278,1493,919
1278,1491,921
1277,1491,921
1279,1491,920
1277,1493,919
1278,1494,921
1279,1492,920
1278,1499,920
1278,1500,920
1280,1501,920
1278,1493,920
1280,1478,919
1280,1485,920
1278,1487,921
1279,1491,919
1280,1488,920
1280,1490,920
1276,1492,920
1278,1492,919
1278,1495,920
1278,1494,920
1277,1494,919
1277,1493,919
1277,1490,920
1278,1493,920
1280,1490,920
1278,1493,920
1279,1488,920
1279,1490,920
1277,1493,919
1278,1491,918
1281,1492,920
1279,1491,920
1285,1487,919
1282,1486,918
1277,1488,919
1278,1483,920
1277,1488,920
1280,1482,919
1281,1482,919
1281,1480,920
1279,1483,918
1276,1485,919
1281,1479,921
1282,1481,920
1280,1484,919
1284,1483,919
1280,1482,920
1287,1483,921
1279,1481,920
1283,1481,918
1281,1488,919
1280,1484,918
1281,1482,920
1280,1482,920
1282,1474,920
1275,1487,919
1279,1485,919
1281,1486,919
1278,1484,920
1282,1480,920
1280,1485,920
1278,636,980
1278,604,948
1280,639,933
1280,614,956
1275,644,973
1280,599,895
1280,647,971
1278,608,943
1281,646,974
1284,631,942
1272,640,983
1278,610,946
1279,630,925
1278,623,949
1279,629,976
1280,613,895
1282,593,969
1281,622,948
1281,635,929
1277,612,962
1279,645,972
1277,627,917
1282,624,971
1280,610,951
1276,637,925
1278,617,900
1280,638,972
1278,603,905
1277,634,977
1276,617,955
1289,625,968
1274,603,948
1280,633,976
1282,614,941
1277,627,969
1279,602,905
1278,613,978
1276,618,953
1281,631,956
1277,631,957
1277,643,967
1277,621,951
1275,619,977
1280,619,946
1277,627,966
1281,608,959
1275,632,921
1278,632,964
1278,608,913
1276,624,909
1277,616,952
1275,622,973
1277,610,890
1281,612,955
1277,622,907
1283,607,957
1279,615,907
1278,629,953
1281,599,899
1277,620,964
1280,600,907
1276,636,957
1278,613,948
1278,610,907
1275,609,895
1276,630,966
1283,591,892
1279,629,965
1277,598,947
1277,627,960
1280,599,904
1279,627,916
1280,589,940
1275,623,926
1276,602,932
1278,619,967
1275,597,890
1277,622,965
1276,601,908
1278,631,972
1281,608,944
1280,641,978
1278,608,953
1275,637,924
1280,599,905
1280,636,926
1278,595,935
1285,617,921
1278,610,949
1278,626,969
1278,594,939
1271,630,962
1279,602,891
1280,622,915
1275,605,961
1279,631,926
1277,612,952
1280,633,912
1281,609,938
1275,635,909
1276,612,942
1278,636,931
1277,581,899
1276,644,969
1281,603,889
1277,621,965
1275,611,908
1278,626,925
1275,607,954
1277,633,935
1277,599,896
1315,642,920
1276,606,933
1288,627,931
1278,597,918
1276,661,933
1276,620,942
1280,652,950
1280,598,901
1280,633,973
1276,597,889
1282,638,939
1279,609,906
1277,641,945
1278,611,949
1278,641,973
1271,621,965
1277,644,947
1280,613,904
1280,649,979
1280,609,961
1280,657,934
1279,609,927
1280,642,973
1281,610,918
1275,656,940
1280,619,910
1277,645,986
1275,611,910
1277,650,978
1275,616,946
1282,646,928
1275,609,948
1277,642,927
1275,621,953
1275,641,940
1280,619,957
1277,643,928
1275,612,963
1280,645,935
1280,604,949
1277,653,978
1328,615,957
1273,638,930
1275,624,956
1280,640,970
1278,630,949
1278,632,933
1280,610,899
1277,653,974
1274,603,951
1273,634,934
1275,618,957
1280,622,967
1277,618,900
1276,648,975
1276,620,895
1275,641,925
1277,624,894
1280,633,921
1275,623,910
1276,637,915
1275,615,906
1279,634,961
1275,625,959
1276,636,924
1281,610,909
1274,633,974
1274,613,912
1273,633,936
1273,626,968
1278,638,930
1275,629,953
1277,641,927
1274,620,915
1278,635,921
1276,628,951
1279,637,966
1274,630,956
1277,635,929
1277,597,912
1275,642,969
1276,616,899
1277,619,925
1276,611,956
1293,627,925
1276,631,915
1273,642,965
1236,619,960
1276,641,929
1278,621,950
1275,634,968
1280,610,916
1279,633,964
1278,621,915
1278,633,960
1280,620,948
1274,634,933
1273,632,966
1274,633,932
1275,616,909
1274,623,911
1277,615,903
1277,623,953
1272,622,964
1280,612,913
1277,616,901
1275,620,912
1277,610,950
1276,604,952
1276,622,907
1278,611,948
1273,625,968
1275,622,913
1279,625,918
1278,616,900
1276,618,972
1276,617,953
1276,626,974
1271,613,958
1279,620,953
1278,600,909
1275,602,905
1277,610,909
1275,622,960
1279,611,950
1279,620,966
1280,604,909
1279,613,958
1275,599,906
1277,634,970
1277,607,958
1277,624,907
1276,614,961
1275,632,960
1275,617,911
1275,1324,920
1279,1410,919
1277,1424,920
1280,1432,919
1280,1441,920
1274,1447,919
1275,1453,920
1274,1457,920
1276,1459,921
1275,1462,921
1283,1463,918
1278,1462,919
1275,1469,920
1275,1468,919
1279,1464,920
1278,1465,919
1278,1468,919
1277,1467,920
1276,1471,919
1280,1468,920
1280,1472,920
1275,1471,921
1277,1458,920
1277,1468,920
1274,1468,920
1277,1470,921
1276,1468,920
1278,1464,920
1279,1468,919
1278,1464,918
1276,1466,919
1275,1463,920
1274,1466,920
1285,1466,920
1276,1451,920
1276,1463,920
1277,1470,920
1278,1463,919
1279,1461,920
1271,1465,920
1275,1466,920
1275,1466,919
1275,1466,919
1273,1463,920
1280,1465,919
1278,1463,920
1278,1462,920
1278,1464,920
1275,1467,920
1275,1466,920
1275,1467,920
1278,1462,921
1276,1466,921
1275,1466,919
1277,1462,920
1274,1467,920
1278,1463,920
1276,1464,919
1275,1465,919
1275,1464,921
1276,1465,920
1272,1465,920
1278,1463,920
1278,1463,919
1276,1462,921
1281,1467,919
1277,1463,921
1278,1463,920
1275,1464,920
1275,1466,920
1277,1460,919
1275,1466,919
1275,1464,921
1277,1463,919
1273,1462,919
1278,1463,922
1277,1462,920
1275,1465,920
1278,1465,920
1277,1464,921
1276,1465,919
1275,1466,918
1277,1463,920
1277,1462,920
1275,1465,920
1276,1464,921
1275,1465,920
1277,1463,919
1275,1462,920
1276,1464,919
1274,1466,919
1275,1463,920
1275,1462,919
1277,1465,920
1275,1463,921
1274,1466,920
1275,1466,920
1277,1462,921
1276,1450,920
1276,1465,919
1277,1460,920
1276,1463,920
1275,1465,919
1276,1463,920
1262,1465,920
1277,1464,921
1278,1462,919
1274,1465,920
1277,1463,919
1277,1464,920
1277,1461,920
1281,1462,920
1277,1458,920
1278,1461,919
1275,1464,921
1277,1461,920
1281,1461,919
1279,1461,920
1278,1461,920
1276,1462,919
1276,1462,919
1277,1464,919
1276,1465,919
1277,1462,921
1278,1462,920
1278,1462,920
1275,1462,919
1277,1461,920
1274,1465,920
1278,1462,919
1276,1466,920
1278,1463,920
1276,1461,920
1277,1461,921
1275,1466,918
1277,1461,920
1276,1463,920
1278,1461,919
1277,1462,920
1277,1461,920
1280,1463,920
1276,1463,920
1276,1464,920
1277,1461,920
1274,1463,920
1276,1461,919
1275,1463,920
1280,1464,920
1275,1464,919
1275,1464,920
1276,1461,920
1275,1461,920
1276,1461,919
1273,1464,920
1278,1461,921
1278,1461,920
1275,1465,920
1275,1465,920
1275,1464,920
1276,1460,919
1278,1462,921
1276,1462,919
1275,1462,920
1278,1461,921
1275,1463,919
1276,1464,920
1284,1462,921
1280,1458,921
1273,1465,920
1282,1462,919
1278,1462,919
1281,1462,920
1275,1464,920
1277,1461,919
1277,1462,921
1277,1463,921
1276,1462,918
1277,1461,921
1276,1463,921
1277,1460,919
1275,1463,920
1277,1461,920
1280,1461,921
1275,1463,920
1275,1468,920
1275,1466,920
1277,1465,920
1278,1465,920
1277,1467,920
1276,1466,920
1277,1472,920
1276,1469,920
1277,1469,919
1275,1468,921
1276,1469,922
1274,1467,920
1276,1458,920
1308,1447,921
1266,1445,921
1276,1438,921
1281,1431,920
1278,1418,921
1273,1413,921
1259,1402,919
1280,1346,921
1275,762,980
1281,583,882
1282,564,860
1274,534,898
1277,545,895
1275,537,840
1275,557,857
1274,554,850
1275,558,898
1278,551,887
1278,564,868
1278,548,899
1277,576,912
1280,565,866
1273,592,919
1273,566,910
1274,581,876
1273,562,877
1282,596,917
1272,584,917
1273,599,933
1277,586,878
1276,610,954
1275,588,890
1274,598,942
1276,590,933
1274,609,910
1276,590,942
1275,612,960
1276,604,893
1276,620,915
1275,776,969
1275,1216,920
1279,1350,919
1279,1360,920
1279,1371,921
1274,1280,920
1274,853,944
1277,585,884
1278,551,848
1278,565,912
1277,550,898
1278,562,868
1277,548,850
1277,575,875
1276,561,895
1279,583,909
1275,562,898
1310,586,877
1276,563,868
1278,579,881
1278,564,900
1281,587,927
1278,561,917
1275,592,943
1278,526,865
1275,596,936
1275,581,874
1278,597,886
1274,574,914
1275,607,942
1278,573,866
1274,592,894
1277,572,869
1271,597,949
1275,582,919
1277,596,886
1277,563,902
1278,590,930
1274,572,867
1274,605,946
1277,575,909
1278,614,907
1276,566,872
1277,598,937
1276,576,873
1276,596,891
1278,556,912
1280,614,940
1276,576,912
1277,601,901
1278,573,873
1288,613,915
1280,557,871
1278,601,952
1277,572,873
1274,591,889
1280,569,863
1278,613,901
1277,558,869
1277,603,944
1277,548,899
1277,600,937
1275,560,861
1279,601,898
1276,561,858
1278,606,934
1277,562,905
1272,611,899
1276,558,897
1277,612,944
1276,538,859
1277,596,890
1279,548,849
1273,615,939
1276,562,909
1280,600,897
1278,573,909
1274,612,954
1275,554,863
1276,586,919
1273,565,879
1274,597,934
1278,561,911
1276,602,892
1279,559,907
1278,592,928
1276,575,871
1277,578,938
1276,569,912
1277,598,892
1274,572,867
1278,597,946
1275,567,873
1280,591,892
1278,570,909
1277,589,886
1278,533,913
1275,597,904
1270,580,880
1274,601,894
1277,562,913
1275,594,893
1276,570,860
1276,596,898
1279,571,878
1276,589,937
1277,580,925
1275,597,895
1277,571,913
1276,596,944
1274,574,865
1275,598,902
1275,586,884
1278,598,935
1276,584,916
1274,602,934
1275,565,914
1279,597,941
1273,576,871
1280,602,888
1275,574,917
1274,599,889
1277,572,913
1277,599,886
1274,581,874
1266,585,889
1278,583,929
1276,611,936
1277,565,915
1279,595,893
1278,573,875
1276,608,909
1277,1366,920
1278,1445,919
1278,1461,920
1279,1469,919
1276,1470,921
1284,1476,922
1277,1474,920
1273,1479,920
1278,1475,920
1272,1479,920
1275,1491,921
1277,1479,920
1275,1483,920
1277,1481,921
1277,1482,920
1275,1484,919
1277,1482,922
1274,1486,920
1275,1490,921
1278,1486,919
1278,1484,919
1274,1487,921
1273,1487,921
1277,1486,920
1280,1484,920
1280,1485,920
1282,1481,920
1283,1479,920
1263,1479,921
1284,1480,921
1286,1479,920
1285,1480,921
1285,1478,921
1288,1477,921
1288,1476,919
1290,1476,921
1289,1475,921
1289,1483,920
1288,1484,920
1288,1487,920
1288,1493,920
1288,1493,920
1290,1492,920
1290,1491,920
1283,1492,921
1290,1491,921
1293,1493,919
1291,1499,919
1298,1496,921
1294,1497,921
1304,1496,920
1291,1498,920
1311,1494,919
1305,1492,920
1324,1492,919
1323,1495,922
1328,1497,921
1336,1500,920
1342,1495,921
1342,1497,920
1350,1492,921
1351,1494,920
1357,1491,920
1365,1487,920
1371,1488,921
1374,1498,920
1380,1494,920
1387,1501,922
1389,1492,921
1393,1489,919
1397,1491,921
1399,1490,919
1408,1489,921
1407,1489,921
1413,1485,920
1423,1481,921
1422,1486,919
1423,1488,921
1423,1485,920
1424,1476,919
1434,1474,921
1431,1475,922
1434,1478,920
1438,1479,920
1441,1483,921
1444,1482,920
1446,1487,919
1451,1485,919
1452,1484,921
1453,1479,919
1458,1473,920
1454,1475,921
1460,1476,922
1462,1477,919
1466,1479,920
1469,1481,921
1471,1482,921
1474,1480,921
1473,1484,919
1476,1482,921
1478,1478,920
1476,1478,920
1483,1479,921
1481,1478,920
1484,1478,921
1489,1479,920
1489,1481,921
1487,1488,921
1489,1483,920
1491,1481,919
1490,1482,921
1490,1479,920
1498,1478,921
1490,1479,921
1499,1479,920
1498,1484,920
1501,1485,919
1498,1483,921
1502,1482,921
1501,1481,921
1502,1480,920
1502,1474,922
1512,1481,921
1510,1483,920
1522,1483,921
1511,1482,919
1516,1480,920
1514,1476,920
1516,1479,921
1515,1478,921
1515,1481,920
1523,1480,920
1524,1483,921
1523,1480,920
1530,1475,920
1529,1475,920
1535,1476,919
1533,1476,921
1535,1481,921
1534,1481,921
1536,1477,921
1540,1474,920
1535,1476,921
1532,1480,920
1547,1475,920
1541,1479,921
1542,1480,921
1545,1476,921
1545,1478,919
1541,1478,920
1553,1474,920
1553,1474,921
1554,1475,920
1546,1481,920
1551,1480,921
1553,1479,920
1551,1482,922
1555,1478,919
1555,1478,920
1561,1475,921
1555,1476,919
1555,1478,921
1560,1482,921
1559,1478,920
1558,1477,921
1556,1474,920
1559,1473,921
1561,1472,920
1562,1478,921
1563,1485,920
1561,1479,920
1560,1479,921
1564,1474,919
1563,1472,919
1564,1473,921
1564,1474,921
1563,1488,919
1566,1486,920
1568,1480,921
1565,1473,921
1565,1476,921
1565,1472,920
1565,1472,922
1564,1475,921
1567,1482,919
1567,1492,919
1566,1478,920
1566,1469,921
1569,1473,922
1563,1478,919
1566,1475,919
1564,1484,921
1569,1483,921
1568,1481,919
1568,1476,920
1571,1473,920
1566,1478,920
1574,1472,920
1570,1482,922
1565,1486,922
1573,1477,919
1576,1475,921
1564,1476,920
1575,1474,921
1571,1475,921
1572,1480,920
1576,1475,921
1565,1476,922
1572,1479,921
1577,1473,920
1573,1477,920
1574,1483,920
1576,1470,922
1575,1471,920
1573,1475,921
1572,1475,919
1575,1475,920
1286,1409,919
1274,1411,920
1274,1407,921
1277,1404,920
1278,1405,920
1278,1406,920
1279,1403,928
1276,1410,919
1277,1406,921
1276,1408,919
1276,1406,920
1275,1420,920
1277,1405,920
1275,1409,919
1274,1410,919
1279,1412,920
1276,1420,920
1278,1430,920
1277,1435,920
1276,1425,920
1275,1419,920
1275,1419,920
1277,1420,920
1275,1421,920
1277,1422,920
1275,1432,920
1278,1427,921
1277,1427,920
1278,1424,920
1274,1427,919
1275,1425,920
1273,1422,920
1277,1426,921
1277,1425,919
1280,1426,920
1275,1429,920
1274,1427,920
1276,1425,921
1278,1425,920
1279,1419,920
1275,1427,921
1276,1422,920
1277,1419,919
1277,1418,920
1275,1419,920
1277,1420,918
1277,1416,918
1278,1415,919
1277,1416,920
1277,1417,920
1276,1418,918
1278,1415,920
1278,1415,919
1276,1417,921
1276,1412,920
1276,1412,919
1285,1414,920
1278,1414,920
1275,1417,920
1277,1413,920
1275,1416,921
1276,1412,919
1276,1413,920
1276,1419,920
1272,1415,919
1275,1417,921
1275,1414,920
1277,1412,920
1275,1411,920
1274,1417,919
1275,1413,921
1277,1413,919
1275,1430,920
1273,1413,920
1273,1414,920
1275,1410,921
1274,1415,920
1275,1416,920
1275,1420,919
1276,1417,920
1277,1418,920
1274,1417,919
1276,1424,920
1277,1425,920
1277,1431,921
1275,1438,919
1277,1441,919
1275,1453,918
1280,1463,920
1276,1481,919
1277,1503,921
1275,1535,921
1274,1557,920
1276,1561,919
1275,1566,920
1278,1571,920
1278,1577,920
1277,1584,920
1277,1586,921
1276,1587,920
1280,1591,919
1275,1589,919
1277,1589,925
1274,1590,919
1275,1592,920
1275,1593,919
1275,1591,921
1276,1592,919
1275,1583,920
1273,1586,919
1274,1588,921
1274,1585,919
1277,1582,920
1281,1584,920
1275,1581,921
1275,1581,920
1278,1582,920
1275,1584,920
1276,1585,921
1276,1589,920
1274,1593,920
1279,1598,919
1275,1596,919
1275,1595,920
1273,1603,921
1275,1600,919
1275,1594,920
1276,1595,919
1279,1594,921
1275,1597,920
1273,1598,919
1273,1598,920
1274,1596,921
1278,1589,919
1277,1591,920
1275,1588,921
1273,1593,919
1275,1591,921
1277,1588,920
1274,1588,921
1277,1586,921
1277,1582,919
1275,1578,919
1274,1579,919
1273,1577,919
1276,1575,920
1276,1572,920
1274,1570,920
1276,1564,920
1274,1567,919
1275,1563,921
1275,1569,921
1276,1566,919
1278,1568,919
1308,1566,920
1276,1565,920
1273,1565,921
1274,1565,921
1275,1563,919
1275,1558,921
1274,1552,919
1274,1550,919
1274,1546,922
1276,1545,920
1274,1545,920
1284,1544,921
1273,1542,919
1277,1537,919
1274,1538,922
1275,1533,921
1272,1539,918
1278,1537,920
1277,1535,921
1275,1536,920
1275,1532,919
1269,1527,919
1276,1521,920
1274,1511,921
1275,1514,921
1277,1514,921
1275,1525,920
1274,1526,920
1274,1532,920
1276,1547,920
1267,1563,921
1274,1564,921
1275,1565,920
1275,1563,920
1275,1576,920
1276,1585,920
1274,1593,919
1276,1593,919
1275,1590,920
1279,1592,920
1276,1592,920
1272,1597,920
1275,1591,921
1276,1589,920
1274,1589,921
1275,1590,921
1276,1588,920
1274,1589,919
1276,1582,921
1276,1581,919
1273,1580,919
1275,1576,920
1248,1560,921
1275,1544,920
1275,1524,921
1275,1502,919
1275,1486,920
1275,1466,921
1274,1444,921
1274,1428,920
1274,1424,922
1273,1420,920
1279,1420,920
1275,1413,919
